"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","100","10.0270589602","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","-0.650211574925","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0270589602","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe_fake","91","1","76","6","96","6","83","3","9","7","9","8","5562.31544297","5856.09477561","5562.31544297","N","5","235454.846569","266463.409623","272847.445129","282862.806489","4707.7796434","235454.68334","293436.770654","272347.753334","235323.205269","NA","298999.749272","263766.780263","264965.23939","4709.78003262","NA","266074.596716","NA","292888.167079","277862.620932","287888.043073","235454.523731","235454.597652","mental arithmetic experiment","1","10.0270589602","1","yes","1440"
"Y","100","10.0271162866","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","1","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","0.0846601216854","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.027173613","psycho","Jazzy James","3.1.4"," vp_alter","51","1","24","4","47","7","79","9","5","2","4","7","5364.26816077","4851.26427314","5364.26816077","N","5","235454.846569","304067.633974","309444.779452","319461.127127","4707.7796434","235454.68334","330001.937632","308944.721673","235323.205269","NA","335367.124523","263766.780263","300969.412752","4709.78003262","NA","303666.661537","299003.635398","329486.582156","314460.758126","324486.693489","235454.523731","235454.597652","mental arithmetic experiment","2","20.0542325732","2","yes","1440"
"N","66.6666666667","10.0274401304","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","0.307887366014","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.028087818","psycho","Jazzy James","3.1.4"," vp_monat","86","6","57","7","35","5","32","2","8","5","3","3","5476.2329322","5352.09052742","5476.2329322","Y","5","235454.846569","341789.96758","347652.132315","357668.509257","4707.7796434","235454.68334","368193.321476","347152.809823","235323.205269","NA","373670.260428","263766.780263","337187.434659","4709.78003262","NA","341402.066465","335369.844208","367694.860388","352668.678219","362694.742416","235454.523731","235454.597652","mental arithmetic experiment","2","30.0823203911","3","yes","1440"
"N","75","10.0278037507","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","1.48808099674","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0288946115","psycho","Jazzy James","3.1.4"," vp_name_fake","86","6","75","5","85","5","97","7","8","7","8","9","6216.1262146","4495.93812371","6216.1262146","Y","5","235454.846569","378621.421061","383631.432964","393647.85637","4707.7796434","235454.68334","404188.511792","383131.215878","235323.205269","NA","410405.670183","263766.780263","375449.644652","4709.78003262","NA","378237.745806","373672.994293","403675.195325","388647.654219","398675.158817","235454.523731","235454.597652","mental arithmetic experiment","3","40.1112150026","4","yes","1440"
"N","60","10.0286172724","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","1.40007501282","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0318713596","psycho","Jazzy James","3.1.4"," vp_haarfarbe","35","5","86","6","57","7","26","6","3","8","5","2","6189.63116504","4321.74706693","6189.63116504","Y","5","235454.846569","414834.85203","419676.750378","429694.106093","4707.7796434","235454.68334","440254.28477","419176.695013","235323.205269","NA","446444.884148","263766.780263","412206.307713","4709.78003262","NA","414443.847144","410408.468616","439724.502052","424694.637418","434724.411839","235454.523731","235454.597652","mental arithmetic experiment","3","50.1430863622","5","yes","1440"
"Y","66.6666666667","10.0283834512","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","1","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","-0.400279207656","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0272143449","psycho","Jazzy James","3.1.4"," vp_name","69","9","83","3","51","1","21","1","6","8","5","2","4142.40749708","2985.52629395","4142.40749708","Y","5","235454.846569","451754.249017","455254.078697","465269.423764","4707.7796434","235454.68334","475828.788709","454754.03359","235323.205269","NA","479972.168039","263766.780263","448194.725972","4709.78003262","NA","451374.204332","446447.593272","475294.795217","460269.262345","470294.599703","235454.523731","235454.597652","mental arithmetic experiment","4","60.1703007071","6","yes","1440"
"N","57.1428571429","10.0282013932","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","-1.98692563803","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0271090453","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe","94","4","24","4","39","9","58","8","9","2","3","5","5557.58088678","5211.38773608","5557.58088678","N","5","235454.846569","484463.598498","490193.298545","500208.651155","4707.7796434","235454.68334","510748.858828","489693.279386","235323.205269","NA","516307.388617","263766.780263","481761.650457","4709.78003262","NA","484068.158661","479974.9188","510234.044633","495208.502107","505233.863904","235454.523731","235454.597652","mental arithmetic experiment","4","70.1974097524","7","yes","1440"
"N","62.5","10.0281782956","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","0.656565129034","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0280166126","psycho","Jazzy James","3.1.4"," vp_haarfarbe_fake","21","1","34","4","79","9","62","2","2","3","7","6","5254.46218042","3127.02411178","5254.46218042","Y","5","235454.846569","520643.432282","524292.538669","534308.904146","4707.7796434","235454.68334","544867.281266","523792.303782","235323.205269","NA","550122.884845","263766.780263","518138.280299","4709.78003262","NA","520260.395763","516309.974037","544335.303852","529308.736089","539335.093857","235454.523731","235454.597652","mental arithmetic experiment","5","80.225426365","8","yes","1440"
"Y","55.5555555556","10.0281610349","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","0","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","0.822654344934","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0280229487","psycho","Jazzy James","3.1.4"," vp_alter_fake","84","4","25","5","72","2","35","5","8","2","7","3","4888.2403967","3605.31385443","4888.2403967","N","5","235454.846569","555732.240813","559851.880079","569870.195558","4707.7796434","235454.68334","580408.76792","559351.845834","235323.205269","NA","585297.994632","263766.780263","551980.141234","4709.78003262","NA","555344.702061","550125.962065","579896.598584","564870.031726","574896.367468","235454.523731","235454.597652","mental arithmetic experiment","5","90.2534493137","9","yes","1440"
"N","60","10.0278401982","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","1.08316426397","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.024952668","psycho","Jazzy James","3.1.4"," Sonntag","43","3","86","6","24","4","71","1","4","8","2","7","5454.19455671","2524.44744151","5454.19455671","Y","5","235454.846569","590468.548481","593516.034643","603534.465077","4707.7796434","235454.68334","614090.289362","593016.328064","235323.205269","NA","619545.537518","263766.780263","587106.932721","4709.78003262","NA","590079.180414","585300.59182","613557.781529","598534.235168","608557.789676","235454.523731","235454.597652","mental arithmetic experiment","6","100.278401982","10","yes","1440"
"N","63.6363636364","10.0279378642","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","10","10","10","10","10","10","10","0","NA","10","10","10","21","21","0.0633744315905","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","10","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0289145248","psycho","Jazzy James","3.1.4"," vp_monat_fake","59","9","51","1","83","3","69","9","5","5","8","6","4694.04484432","4750.924388","4694.04484432","Y","5","235454.846569","624169.189782","629444.363685","639459.742544","4707.7796434","235454.68334","650001.666689","628944.379827","235323.205269","NA","654696.674919","263766.780263","621394.512658","4709.78003262","NA","623768.937546","619548.119619","649487.085723","634460.253352","644486.894132","235454.523731","235454.597652","mental arithmetic experiment","7","110.307316507","11","yes","1440"
"N","58.3333333333","10.0278527547","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","11","11","11","11","11","11","11","0","NA","11","11","11","23","23","-0.974928486795","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","11","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0269165494","psycho","Jazzy James","3.1.4"," TU_Chemnitz","58","8","46","6","93","3","47","7","5","4","9","4","5452.94514317","4286.99550893","5452.94514317","N","5","235454.846569","659696.520741","664500.632853","674518.983935","4707.7796434","235454.68334","685057.887885","664000.6674","235323.205269","NA","690511.902316","263766.780263","656720.660279","4709.78003262","NA","659303.374563","654699.305898","684544.362629","669518.795663","679544.191856","235454.523731","235454.597652","mental arithmetic experiment","7","120.334233056","12","yes","1440"
"N","53.8461538462","10.0278612511","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","12","12","12","12","12","12","12","0","NA","12","12","12","25","25","0.861965711121","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","12","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0279632085","psycho","Jazzy James","3.1.4"," tag","62","2","39","9","83","3","39","9","6","3","8","3","5945.41381355","5159.17093975","5945.41381355","Y","5","235454.846569","696863.5813","702541.024724","712558.374405","4707.7796434","235454.68334","723116.79105","702041.253276","235323.205269","NA","729063.207773","263766.780263","692350.743961","4709.78003262","NA","696474.78529","690514.573424","722584.709242","707558.76181","717584.583124","235454.523731","235454.597652","mental arithmetic experiment","7","130.362196264","13","yes","1440"
"N","57.1428571429","10.0278740078","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","13","13","13","13","13","13","13","0","NA","13","13","13","27","27","-0.39531114168","03/03/17 09:43:46","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","13","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP05/subject-5_1.csv","10.0280398449","psycho","Jazzy James","3.1.4"," TU_Dresden","67","7","31","1","41","1","49","9","6","3","4","4","5313.42086168","6601.61901788","5313.42086168","N","5","235454.846569","736092.279493","743213.480149","753229.842005","4707.7796434","235454.68334","763787.865512","742713.913869","235323.205269","NA","769102.393678","263766.780263","731047.004319","4709.78003262","NA","735698.633369","729065.963966","763256.208222","748229.714379","758256.021458","235454.523731","235454.597652","mental arithmetic experiment","8","140.390236109","14","yes","1440"
