timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2017-03-17 14:23:48.950		pygaze initiation report start
MSG	2017-03-17 14:23:48.950		display resolution: 1440x900
MSG	2017-03-17 14:23:48.950		display size in cm: 33.8x27.1
MSG	2017-03-17 14:23:48.950		samplerate: 60.00 Hz
MSG	2017-03-17 14:23:48.950		sampletime: 16.67 ms
MSG	2017-03-17 14:23:48.950		fixation threshold: 1.5 degrees
MSG	2017-03-17 14:23:48.950		speed threshold: 35 degrees/second
MSG	2017-03-17 14:23:48.950		acceleration threshold: 9500 degrees/second**2
MSG	2017-03-17 14:23:48.950		pygaze initiation report end
MSG	2017-03-17 14:24:10.114	477140203	pygaze calibration report start
MSG	2017-03-17 14:24:10.114	477140203	accuracy (degrees): LX=0.5869, LY=0.5869, RX=0.222, RY=0.222
MSG	2017-03-17 14:24:10.114	477140203	accuracy (in pixels): LX=22.1335086337, LY=22.1335086337, RX=8.37194010525, RY=8.37194010525
MSG	2017-03-17 14:24:10.115	477140204	precision (RMS noise in pixels): X=12.5284888889, Y=12.5284888889
MSG	2017-03-17 14:24:10.116	477140205	distance between participant and display: 57.0 cm
MSG	2017-03-17 14:24:10.116	477140205	fixation threshold: 56.5798067833 pixels
MSG	2017-03-17 14:24:10.116	477140205	speed threshold: 1.31989402609 pixels/ms
MSG	2017-03-17 14:24:10.116	477140205	acceleration threshold: 361.57644723 pixels/ms**2
MSG	2017-03-17 14:24:10.116	477140205	pygaze calibration report end
MSG	2017-03-17 14:24:15.564	477145649	start_recording
MSG	2017-03-17 14:24:15.565	477145650	start_trial
2017-03-17 14:24:15.554	477145666	False	7	804.3982	89.4858	743.2144	137.1735	33.05985	852.6566	65.0511	790.9398	134.0949	32.7355	0.3974	0.5221	756.1398	113.9206	741.5868	126.1458	33.3842	0.6676	0.5118
2017-03-17 14:24:15.563	477145675	False	7	709.884	87.063	744.0386	135.5719	34.7614	637.1895	35.0499	768.6005	119.3323	36.0949	0.3956	0.5216	782.5785	139.0762	747.7714	127.9706	33.4279	0.6677	0.5118
2017-03-17 14:24:15.581	477145693	False	7	789.4636	129.3292	746.7621	133.8584	33.15185	832.8987	132.2803	777.0052	120.7072	33.1682	0.3972	0.5227	746.0286	126.378	747.7383	127.7154	33.1355	0.6674	0.5117
2017-03-17 14:24:15.596	477145708	False	7	784.5083	117.5391	749.3324	132.3922	33.51805	793.0463	114.454	779.0226	119.7195	33.8093	0.3968	0.5225	775.9703	120.6243	751.2236	126.8379	33.2268	0.6677	0.5116
2017-03-17 14:24:15.631	477145743	False	7	693.1393	108.0966	751.7468	130.7026	35.16295	634.4467	86.1135	767.2554	115.5778	37.0249	0.3954	0.5222	751.832	130.0798	752.6881	127.1747	33.301	0.6675	0.5118
2017-03-17 14:24:15.672	477145784	False	7	743.9648	104.0726	754.4041	129.6257	34.0462	723.1096	114.9952	723.1096	114.9952	34.6894	0.3961	0.5225	764.8201	93.1499	764.8201	93.1499	33.403	0.6676	0.5114
2017-03-17 14:24:15.685	477145797	False	7	751.9202	138.3394	751.9202	138.3394	33.6086	784.2075	133.6387	784.2075	133.6387	33.4218	0.3965	0.5228	719.6328	143.04	719.6328	143.04	33.7954	0.6671	0.5122
2017-03-17 14:24:15.696	477145808	False	7	752.1912	153.5539	752.0558	145.9563	33.4767	773.0121	156.9874	778.6027	145.328	33.3971	0.3966	0.523	731.3701	150.1205	725.5089	146.5847	33.5563	0.6672	0.5123
2017-03-17 14:24:15.714	477145826	False	7	771.3159	162.5184	753.9847	148.7655	33.326	819.7538	161.6416	792.3687	150.8088	33.5632	0.397	0.523	722.8779	163.3953	724.6382	152.2181	33.0888	0.6672	0.5125
2017-03-17 14:24:15.731	477145843	False	7	753.7637	144.8583	755.6815	149.0226	33.4946	772.6366	122.7891	787.4369	143.7768	33.6995	0.3965	0.5226	734.8907	166.9275	727.2282	155.9542	33.2897	0.6674	0.5125
2017-03-17 14:24:15.763	477145875	False	7	760.0302	138.0545	758.8378	146.2962	32.6444	789.1652	144.6374	786.9763	140.6847	32.8152	0.3966	0.5228	730.8951	131.4715	726.7269	144.3557	32.4736	0.6674	0.5121
2017-03-17 14:24:15.781	477145893	False	7	763.9824	144.6127	758.4605	145.7106	33.5251	795.3961	131.4383	788.2211	139.2903	33.2355	0.3966	0.5227	732.5687	157.787	727.6016	146.2755	33.8147	0.6673	0.5124
2017-03-17 14:24:15.798	477145910	False	7	773.8497	122.6164	759.2884	144.8423	33.36995	811.6664	136.1006	791.3008	138.8303	33.4184	0.3966	0.5228	736.0331	109.1322	728.7246	141.3964	33.3215	0.6673	0.5119
2017-03-17 14:24:15.812	477145924	False	7	749.8512	135.7039	763.5128	143.6121	33.2415	792.1132	111.9705	791.4592	135.6283	33.1348	0.3964	0.5225	707.5892	159.4374	726.2764	143.4173	33.3482	0.667	0.5123
