"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","100","10.0268936041","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","0.137077669901","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0268936041","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe","85","5","41","1","72","2","68","8","8","4","7","6","1036.67186219","1459.84575159","1036.67186219","N","17","95868.7732961","123551.017471","125528.08447","135543.383195","4843.41119372","95868.2712436","146117.603701","125028.054601","95693.5744513","NA","147154.93149","119999.684709","120997.765202","4847.5329125","NA","123165.147234","NA","145568.605603","130543.223889","140568.43966","95868.1086196","95868.1879704","mental arithmetic experiment","1","10.0268936041","1","yes","1440"
"N","100","10.0269461024","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","0.0682657068338","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0269986006","psycho","Jazzy James","3.1.4"," Sonntag","24","4","61","1","59","9","84","4","2","6","5","8","1144.29425108","1109.40552029","1144.29425108","Y","17","95868.7732961","151196.69478","152836.767144","162852.003413","4843.41119372","95868.2712436","173392.949661","152336.755377","95693.5744513","NA","174538.232328","119999.684709","149037.475026","4847.5329125","NA","150814.498216","147158.673652","172877.247243","157851.85859","167877.777355","95868.1086196","95868.1879704","mental arithmetic experiment","2","20.0538922047","2","yes","1440"
"N","100","10.0285359355","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","-0.0507786398663","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0317156017","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe_fake","73","3","38","8","24","4","29","9","7","3","2","2","1087.5149424","1420.10032603","1087.5149424","N","17","95868.7732961","178388.977291","180330.42873","190346.660355","4843.41119372","95868.2712436","200904.936166","179830.764538","95693.5744513","NA","201993.273582","119999.684709","176330.839061","4847.5329125","NA","178015.286354","174540.781814","200376.949753","185347.230293","195376.901177","95868.1086196","95868.1879704","mental arithmetic experiment","3","30.0856078064","3","yes","1440"
"Y","100","10.0281106441","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","0.144423043948","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0268347698","psycho","Jazzy James","3.1.4"," TU_Chemnitz","51","1","79","9","42","2","76","6","5","7","4","7","1087.88424068","1332.28155735","1087.88424068","N","17","95868.7732961","205500.052498","207356.080176","217372.354343","4843.41119372","95868.2712436","227935.608742","206856.558695","95693.5744513","NA","229024.346532","119999.684709","204000.111031","4847.5329125","NA","205110.23795","201996.062629","227397.593346","212372.202581","222397.470548","95868.1086196","95868.1879704","mental arithmetic experiment","4","40.1124425762","4","yes","1440"
"Y","100","10.0274769988","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","-0.0646492236288","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0249424178","psycho","Jazzy James","3.1.4"," vp_monat","69","9","23","3","35","5","74","4","6","2","3","7","1139.50966602","1187.738392","1139.50966602","Y","17","95868.7732961","233563.704557","235273.802692","245288.990084","4843.41119372","95868.2712436","255827.073667","234773.793942","95693.5744513","NA","256967.495114","119999.684709","230854.227047","4847.5329125","NA","233182.840966","229027.14101","255312.306262","240288.931853","250312.126138","95868.1086196","95868.1879704","mental arithmetic experiment","5","50.1373849941","5","yes","1440"
"Y","100","10.0273973161","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","0.0215083800477","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0269989024","psycho","Jazzy James","3.1.4"," vp_alter","94","4","59","9","75","5","31","1","9","5","7","3","1096.63757538","1521.1556019","1096.63757538","N","17","95868.7732961","260373.360862","262413.454466","272428.694959","4843.41119372","95868.2712436","283157.149693","261913.439078","95693.5744513","NA","284254.629956","119999.684709","258761.256809","4847.5329125","NA","259985.613358","256970.181879","282453.95116","267428.59479","277454.350026","95868.1086196","95868.1879704","mental arithmetic experiment","6","60.1643838964","6","yes","1440"
"N","100","10.0276112961","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","0.111360660506","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0288951766","psycho","Jazzy James","3.1.4"," vp_name_fake","24","4","79","9","26","6","76","6","2","7","2","7","1023.17497558","932.536686948","1023.17497558","Y","17","95868.7732961","288737.084668","290193.104682","300209.36316","4843.41119372","95868.2712436","310749.603397","289693.847804","95693.5744513","NA","311773.912516","119999.684709","286442.773249","4847.5329125","NA","288357.741717","284257.404823","310236.608864","295209.218638","305236.536755","95868.1086196","95868.1879704","mental arithmetic experiment","7","70.193279073","7","yes","1440"
"N","100","10.0273957321","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","-0.0107962509346","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0258867835","psycho","Jazzy James","3.1.4"," TU_Dresden","84","4","68","8","95","5","86","6","8","6","9","8","858.187952307","1243.88379897","858.187952307","N","17","95868.7732961","317808.774394","319582.861905","329599.096848","4843.41119372","95868.2712436","340138.941236","319082.860094","95693.5744513","NA","340997.944421","119999.684709","313749.682446","4847.5329125","NA","317412.182438","311776.568507","339623.342608","324598.990343","334623.248473","95868.1086196","95868.1879704","mental arithmetic experiment","8","80.2191658566","8","yes","1440"
"N","88.8888888889","10.0278921778","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","0","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","0.175296540842","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0318637434","psycho","Jazzy James","3.1.4"," vp_name","75","5","28","8","76","6","57","7","7","2","7","5","1903.75314462","777.326714929","1903.75314462","Y","17","95868.7732961","344330.510796","345635.494754","355650.703266","4843.41119372","95868.2712436","366211.336371","345135.527038","95693.5744513","NA","368115.91048","119999.684709","342793.561357","4847.5329125","NA","343950.202661","341000.546103","365680.935942","350650.692102","360680.824911","95868.1086196","95868.1879704","mental arithmetic experiment","8","90.2510296","9","yes","1440"
"N","90","10.0275140493","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","-0.286926723983","03/22/17 09:48:08","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP17/subject-17_6.csv","10.0241108933","psycho","Jazzy James","3.1.4"," vp_alter_fake","48","8","87","7","31","1","98","8","4","8","3","9","1069.98473929","870.828875505","1069.98473929","N","17","95868.7732961","371844.09699","373247.153778","383266.390176","4843.41119372","95868.2712436","393804.1642","372747.210501","95693.5744513","NA","394875.060418","119999.684709","369910.828344","4847.5329125","NA","371457.573843","368118.529964","393288.664836","378266.254404","388288.490143","95868.1086196","95868.1879704","mental arithmetic experiment","9","100.275140493","10","yes","1440"
