"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","0","10.0550714703","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","0","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","-0.000509389962325","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0550714703","psycho","Jazzy James","3.1.4"," Sonntag","91","1","43","3","61","1","92","2","9","4","6","9","2439.32447176","2256.60001979","2439.32447176","Y","13","68889.3752203","100666.691005","103445.651741","113471.912729","6067.54347112","68881.4880835","124211.213607","102946.016816","68748.9047739","NA","126651.327969","99536.9142501","100628.790146","6071.4120633","NA","100629.101215","NA","123525.175115","108471.86717","118525.204684","68881.3345104","68881.4078272","mental arithmetic experiment","0","10.0550714703","1","yes","1440"
"Y","50","10.042534299","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","1","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","-0.00113934588365","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0299971277","psycho","Jazzy James","3.1.4"," vp_monat","38","8","95","5","41","1","51","1","3","9","4","5","1173.34261812","2642.11962163","1173.34261812","Y","13","68889.3752203","128272.314252","131564.447873","141605.730658","6067.54347112","68881.4880835","152252.414325","131064.533862","68748.9047739","NA","153426.58485","99536.9142501","128232.498709","6071.4120633","NA","128232.826371","126655.418624","151633.939519","136605.719494","146633.82185","68881.3345104","68881.4078272","mental arithmetic experiment","1","20.085068598","2","yes","1440"
"N","66.6666666667","10.0485184175","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","1","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","0.000628064886273","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0604866545","psycho","Jazzy James","3.1.4"," vp_monat_fake","26","6","62","2","74","4","34","4","2","6","7","3","3390.99754283","4834.5508547","3390.99754283","Y","13","68889.3752203","154695.028397","160142.194749","170193.486029","6067.54347112","68881.4880835","180889.852232","159642.380002","68748.9047739","NA","184281.829746","99536.9142501","154626.979553","6071.4120633","NA","154627.295751","153429.298476","180251.773482","165193.362326","175251.759905","68881.3345104","68881.4078272","mental arithmetic experiment","2","30.1455552525","3","yes","1440"
"N","75","10.0510677851","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","1","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","0.000698955541093","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0587158881","psycho","Jazzy James","3.1.4"," vp_name_fake","79","9","23","3","37","7","98","8","7","2","3","9","3529.53912401","1614.92271264","3529.53912401","Y","13","68889.3752203","185497.84334","187744.11233","197773.339179","6067.54347112","68881.4880835","208398.507234","187243.912293","68748.9047739","NA","211928.922237","99536.9142501","185460.730863","6071.4120633","NA","185461.127015","184284.964265","207830.527483","192773.070954","202830.356108","68881.3345104","68881.4078272","mental arithmetic experiment","3","40.2042711406","4","yes","1440"
"Y","80","10.0510296333","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","1","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","0.00126765804964","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0508770257","psycho","Jazzy James","3.1.4"," vp_alter","51","1","97","7","36","6","61","1","5","9","3","6","1842.78224853","1265.31053734","1842.78224853","N","13","68889.3752203","213222.801582","215082.768321","225125.944972","6067.54347112","68881.4880835","235860.467284","214582.790648","68748.9047739","NA","237704.133558","99536.9142501","213162.735821","6071.4120633","NA","213163.064388","211931.546858","235175.283854","220125.817346","230175.298638","68881.3345104","68881.4078272","mental arithmetic experiment","4","50.2551481663","5","yes","1440"
"N","66.6666666667","10.0503179978","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","0","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","0.000282561359269","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0467598202","psycho","Jazzy James","3.1.4"," vp_name","42","2","37","7","92","2","69","9","4","3","9","6","1745.79258167","1480.72673535","1745.79258167","Y","13","68889.3752203","238942.47468","241031.404026","251080.686185","6067.54347112","68881.4880835","261708.781179","240531.38019","68748.9047739","NA","263455.441796","99536.9142501","238878.40908","6071.4120633","NA","238878.73101","237706.908735","261125.930791","246080.688599","256125.948593","68881.3345104","68881.4078272","mental arithmetic experiment","4","60.3019079865","6","yes","1440"
"N","71.4285714286","10.0460966502","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","1","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","-0.00079831561002","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0207685651","psycho","Jazzy James","3.1.4"," TU_Dresden","23","3","54","4","82","2","31","1","2","5","8","3","1775.91250742","3350.24939778","1775.91250742","N","13","68889.3752203","264872.090862","268822.153076","278864.492467","6067.54347112","68881.4880835","289541.764925","268322.173592","68748.9047739","NA","291318.726195","99536.9142501","264830.030558","6071.4120633","NA","264830.355505","263458.153913","288883.715647","273864.454149","283883.730129","68881.3345104","68881.4078272","mental arithmetic experiment","5","70.3226765517","7","yes","1440"
"N","62.5","10.046431177","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","0","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","-0.00166549261794","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.048772864","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe","32","2","91","1","37","7","69","9","3","9","3","6","2383.42841385","2729.81374518","2383.42841385","N","13","68889.3752203","292515.913666","295836.051888","305896.289929","6067.54347112","68881.4880835","316517.605383","295336.026242","68748.9047739","NA","318901.963683","99536.9142501","292453.39677","6071.4120633","NA","292453.739217","291321.5065","315943.524045","300896.065151","310943.324008","68881.3345104","68881.4078272","mental arithmetic experiment","5","80.3714494156","8","yes","1440"
"N","66.6666666667","10.0464477461","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","1","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","-0.00158402189992","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0465802997","psycho","Jazzy James","3.1.4"," vp_alter_fake","92","2","35","5","97","7","84","4","9","3","9","8","1019.98832966","1919.25317042","1019.98832966","N","13","68889.3752203","320253.5886","322825.655989","332871.069556","6067.54347112","68881.4880835","343624.199248","322325.647541","68748.9047739","NA","344645.115653","99536.9142501","320212.048151","6071.4120633","NA","320212.366461","318904.787134","342916.188348","327870.931974","337916.221536","68881.3345104","68881.4078272","mental arithmetic experiment","6","90.4180297153","9","yes","1440"
"Y","60","10.0445621268","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","0","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","0.000503400171598","03/17/17 08:59:44","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP13/subject-13_2.csv","10.0275915525","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe_fake","21","1","61","1","45","5","36","6","2","6","4","3","1461.4516604","1973.7085383","1461.4516604","N","13","68889.3752203","345886.35837","348448.311662","358495.662542","6067.54347112","68881.4880835","369165.938527","347948.330067","68748.9047739","NA","370628.490241","99536.9142501","345824.81179","6071.4120633","NA","345825.128893","344648.369954","368521.874351","353495.66737","363522.015252","68881.3345104","68881.4078272","mental arithmetic experiment","6","100.445621268","10","yes","1440"
