"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","100","10.0607416504","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","N","1","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","0.000305940240111","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0607416504","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe_fake","26","6","74","4","24","4","26","6","2","7","2","2","1020.72885756","2554.73763451","1020.72885756","Y","16","63918.6978501","89139.706701","92241.0452681","102273.475915","8742.13250502","63908.7780012","113313.416899","91733.3009491","63674.7778232","NA","114335.573783","86103.3836044","87913.2527649","8786.19946808","NA","89102.9301239","NA","112331.810467","97265.8614848","107312.789931","63908.3260293","63908.5239556","mental arithmetic experiment","1","10.0607416504","1","yes","1440"
"Y","50","10.0509364539","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","N","0","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","-0.0069822755065","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0411312574","psycho","Jazzy James","3.1.4"," TU_Dresden","57","7","39","9","92","2","39","9","5","3","9","3","4010.372726","2423.29586512","4010.372726","Y","16","63918.6978501","117518.443201","120465.857261","130492.245121","8742.13250502","63908.7780012","141418.030603","119966.318435","63674.7778232","NA","145430.905166","86103.3836044","116776.493536","8786.19946808","NA","117480.06149","114340.874949","140530.119042","125492.019437","135529.610046","63908.3260293","63908.5239556","mental arithmetic experiment","1","20.1018729078","2","yes","1440"
"N","33.3333333333","10.0441850349","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","Y","0","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","-0.0149279157136","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.030682197","psycho","Jazzy James","3.1.4"," tag","38","8","69","9","71","1","74","4","3","6","7","7","1025.91476799","1754.6269044","1025.91476799","N","16","63918.6978501","148280.059981","150599.281612","160633.651997","8742.13250502","63908.7780012","171586.818591","150094.950918","63674.7778232","NA","172614.169532","86103.3836044","147682.359969","8786.19946808","NA","148232.362459","145437.006184","170660.606481","155626.174245","165655.76845","63908.3260293","63908.5239556","mental arithmetic experiment","1","30.1325551048","3","yes","1440"
"N","50","10.040236365","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","N","1","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","-0.0155968533312","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0283903553","psycho","Jazzy James","3.1.4"," vp_name_fake","91","1","72","2","83","3","97","7","9","7","8","9","2162.12125098","1451.42221813","2162.12125098","N","16","63918.6978501","175433.361443","177446.386864","187471.159634","8742.13250502","63908.7780012","198417.725266","176934.919359","63674.7778232","NA","200582.18784","86103.3836044","174792.107689","8786.19946808","NA","175404.190245","172618.586366","197498.104162","182471.478549","192497.085867","63908.3260293","63908.5239556","mental arithmetic experiment","2","40.1609454601","4","yes","1440"
"Y","40","10.039541511","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","N","0","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","0.00268182602658","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0367620947","psycho","Jazzy James","3.1.4"," vp_haarfarbe_fake","76","6","85","5","74","4","95","5","7","8","7","9","1954.56535415","3994.58870704","1954.56535415","N","16","63918.6978501","203123.816779","207888.862572","217927.752375","8742.13250502","63908.7780012","228840.598727","207382.877867","63674.7778232","NA","230796.113283","86103.3836044","202735.737917","8786.19946808","NA","203095.297893","200587.517669","227962.309221","212914.516054","222955.937261","63908.3260293","63908.5239556","mental arithmetic experiment","2","50.1977075548","5","yes","1440"
"Y","33.3333333333","10.0394143876","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","N","0","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","-0.00120620670766","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0387787706","psycho","Jazzy James","3.1.4"," vp_alter_fake","34","4","24","4","73","3","31","1","3","2","7","3","1090.04409593","3611.97604971","1090.04409593","Y","16","63918.6978501","233391.125299","237552.693804","247582.237623","8742.13250502","63908.7780012","258552.427086","237051.822295","63674.7778232","NA","259644.078127","86103.3836044","232944.280428","8786.19946808","NA","233345.978189","230799.03873","257617.67337","242581.92082","252613.951089","63908.3260293","63908.5239556","mental arithmetic experiment","2","60.2364863254","6","yes","1440"
"N","42.8571428571","10.0394617284","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","N","1","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","-0.0112124069111","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0397457733","psycho","Jazzy James","3.1.4"," Sonntag","57","7","27","7","27","7","78","8","5","2","2","7","2392.01475999","1082.62578201","2392.01475999","N","16","63918.6978501","263255.740089","264903.967427","274924.034619","8742.13250502","63908.7780012","285881.697701","264404.303992","63674.7778232","NA","288275.663061","86103.3836044","261901.150899","8786.19946808","NA","263202.006719","259648.875124","284960.450946","269917.679857","279959.960656","63908.3260293","63908.5239556","mental arithmetic experiment","3","70.2762320988","7","yes","1440"
"N","37.5","10.0398266712","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","Y","0","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","-0.0125630874413","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0423812706","psycho","Jazzy James","3.1.4"," vp_monat","98","8","78","8","35","5","43","3","9","7","3","4","1622.22658036","2867.51760895","1622.22658036","N","16","63918.6978501","291191.568822","294593.917085","304627.086938","8742.13250502","63908.7780012","315570.912679","294091.99198","63674.7778232","NA","317194.5347","86103.3836044","290638.517785","8786.19946808","NA","291154.13752","288278.549888","314667.533902","299626.156142","309667.000466","63908.3260293","63908.5239556","mental arithmetic experiment","3","80.3186133694","8","yes","1440"
"N","33.3333333333","10.0427874486","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","Y","0","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","0.00013762320686","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0664736684","psycho","Jazzy James","3.1.4"," vp_alter","46","6","28","8","54","4","35","5","4","2","5","3","4290.98183211","1578.37655177","4290.98183211","Y","16","63918.6978501","321453.100971","323573.982648","333614.225048","8742.13250502","63908.7780012","344541.324507","323061.998","63674.7778232","NA","348834.421375","86103.3836044","319472.005346","8786.19946808","NA","321396.333536","317200.017801","343678.404461","328611.603731","338675.713447","63908.3260293","63908.5239556","mental arithmetic experiment","3","90.3850870378","9","yes","1440"
"Y","30","10.0473198939","#4c4c4c","no","5","psycho","psycho","psycho","0","uniform","N","0","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","0.00644284418942","03/21/17 14:31:37","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_5.csv","10.0881119008","psycho","Jazzy James","3.1.4"," vp_monat_fake","24","4","64","4","24","4","79","9","2","6","2","7","2063.55787609","1643.8234775","2063.55787609","N","16","63918.6978501","351781.074203","353977.718507","364066.381946","8742.13250502","63908.7780012","375071.712983","353478.285886","63674.7778232","NA","377136.985516","86103.3836044","351128.260164","8786.19946808","NA","351743.142653","348839.950639","374152.486525","359066.347249","369152.613849","63908.3260293","63908.5239556","mental arithmetic experiment","3","100.473198939","10","yes","1440"
