"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","0","10.0422195296","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","-3.86891473326e-05","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.0422195296","psycho","Jazzy James","3.1.4"," vp_alter","35","5","89","9","74","4","57","7","3","8","7","5","5701.61301515","2480.9595301","5701.61301515","N","19","64759.2455258","90023.4005167","93104.5783659","103144.283424","9206.38429599","64749.0198871","114065.590177","92603.9993797","64537.9771507","NA","119769.262983","87686.4592052","89271.5970304","9210.3340138","NA","89988.0826596","NA","113184.327607","98140.9232522","108180.639172","64748.4049971","64748.8074815","mental arithmetic experiment","0","10.0422195296","1","yes","1440"
"N","50","10.0339949988","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","0.000452850330785","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.025770468","psycho","Jazzy James","3.1.4"," Sonntag","35","5","23","3","71","1","31","1","3","2","7","3","4216.02038852","2849.60720055","4216.02038852","Y","19","64759.2455258","122373.437657","125764.482047","135782.632465","9206.38429599","64749.0198871","146678.079443","125264.51071","64537.9771507","NA","150895.273795","87686.4592052","121678.260471","9210.3340138","NA","122319.490263","119774.490453","145805.956649","130782.569106","140803.194773","64748.4049971","64748.8074815","mental arithmetic experiment","1","20.0679899976","2","yes","1440"
"N","66.6666666667","10.0322103193","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","0.000625236376241","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.0286409604","psycho","Jazzy James","3.1.4"," vp_monat_fake","53","3","29","9","78","8","96","6","5","2","7","9","4538.60320407","4202.53082445","4538.60320407","Y","19","64759.2455258","153363.160728","158105.142568","168135.131278","9206.38429599","64749.0198871","178962.183964","157605.295838","64537.9771507","NA","183502.722955","87686.4592052","152595.806981","9210.3340138","NA","153318.73387","150898.059506","178162.019289","163135.432085","173161.441208","64748.4049971","64748.8074815","mental arithmetic experiment","2","30.096630958","3","yes","1440"
"N","50","10.0276049552","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","-0.00134537388133","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.0137888628","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe","51","1","98","8","96","6","89","9","5","9","9","8","3275.69971645","2744.65501292","3275.69971645","N","19","64759.2455258","185501.215901","188832.509457","198879.431779","9206.38429599","64749.0198871","209741.603795","188316.982429","64537.9771507","NA","213018.155547","87686.4592052","185234.388341","9210.3340138","NA","185462.590974","183507.93021","208890.940601","193855.55516","203890.948445","64748.4049971","64748.8074815","mental arithmetic experiment","2","40.1104198208","4","yes","1440"
"Y","60","10.0286526065","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","1","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","-0.00130098731628","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.0328432115","psycho","Jazzy James","3.1.4"," vp_name","68","8","94","4","26","6","87","7","6","9","2","8","3034.47185536","1657.05883453","3034.47185536","Y","19","64759.2455258","215324.309214","217540.089741","227576.611733","9206.38429599","64749.0198871","238480.417956","217039.90449","64537.9771507","NA","241519.288779","87686.4592052","214678.273143","9210.3340138","NA","215289.93089","213021.242367","237606.892802","222576.357389","232598.970135","64748.4049971","64748.8074815","mental arithmetic experiment","3","50.1432630323","5","yes","1440"
"N","66.6666666667","10.0283767608","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","-0.000780462273531","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.0269975326","psycho","Jazzy James","3.1.4"," TU_Dresden","52","2","79","9","24","4","56","6","5","7","2","5","2943.92673939","3674.64022298","2943.92673939","N","19","64759.2455258","243791.685348","248049.393648","258062.916401","9206.38429599","64749.0198871","268893.630066","247513.412024","64537.9771507","NA","271839.276868","87686.4592052","243509.725098","9210.3340138","NA","243754.219901","241525.329063","268088.316668","253062.865412","263088.218913","64748.4049971","64748.8074815","mental arithmetic experiment","4","60.1702605649","6","yes","1440"
"Y","71.4285714286","10.0286776831","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","1","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","-3.84188452787e-05","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.0304832166","psycho","Jazzy James","3.1.4"," tag","68","8","91","1","81","1","64","4","6","9","8","6","2280.17018996","3506.71099024","2280.17018996","Y","19","64759.2455258","274158.407188","278213.972968","288255.545928","9206.38429599","64749.0198871","299125.158776","277711.996751","64537.9771507","NA","301407.020064","87686.4592052","273568.625404","9210.3340138","NA","274119.078365","271843.598597","298282.974909","283239.905154","293282.842457","64748.4049971","64748.8074815","mental arithmetic experiment","5","70.2007437816","7","yes","1440"
"Y","62.5","10.0286726025","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","0","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","-0.0019850371588","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.0286370381","psycho","Jazzy James","3.1.4"," vp_name_fake","97","7","58","8","24","4","24","4","9","5","2","2","2931.69260086","2701.80490428","2931.69260086","Y","19","64759.2455258","303594.416389","306863.284128","316875.308878","9206.38429599","64749.0198871","327835.58964","306359.083084","64537.9771507","NA","330768.91179","87686.4592052","303077.190116","9210.3340138","NA","303559.944533","301410.603202","326900.580314","311875.488095","321900.336832","64748.4049971","64748.8074815","mental arithmetic experiment","5","80.2293808197","8","yes","1440"
"N","55.5555555556","10.0287171595","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","-0.000104183195894","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.029073616","psycho","Jazzy James","3.1.4"," TU_Chemnitz","59","9","93","3","93","3","83","3","5","9","9","8","0.159605890978","3418.63810616","0.159605890978","N","19","64759.2455258","333676.202188","337672.956969","347693.656556","9206.38429599","64749.0198871","358556.452815","337165.238863","64537.9771507","NA","358557.32929","87686.4592052","332911.745787","9210.3340138","NA","333577.940173","330773.473682","357720.702966","342692.555305","352720.934681","64748.4049971","64748.8074815","mental arithmetic experiment","5","90.2584544357","9","yes","1440"
"Y","50","10.0298758996","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","0","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","0.0121221974591","03/23/17 15:33:13","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP19/subject-19_1.csv","10.0403045606","psycho","Jazzy James","3.1.4"," vp_alter_fake","64","4","65","5","35","5","97","7","6","6","3","9","3335.35249368","1722.21243333","3335.35249368","N","19","64759.2455258","360987.818058","363280.511427","373305.934925","9206.38429599","64749.0198871","384189.774723","362778.901187","64537.9771507","NA","387527.012618","87686.4592052","360371.031802","9210.3340138","NA","360941.281626","358560.312019","383344.793378","368306.246594","378337.283152","64748.4049971","64748.8074815","mental arithmetic experiment","5","100.298758996","10","yes","1440"
