"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","100","10.0380661581","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","0.00100158545376","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.0380661581","psycho","Jazzy James","3.1.4"," vp_name","31","1","51","1","35","5","76","6","3","5","3","7","1470.48895178","4970.08510003","1470.48895178","N","8","67267.7770956","105496.19788","111108.396104","121127.797884","4801.56622671","67259.5766572","131883.2704","110608.527502","67123.3451054","NA","133354.601451","104354.616537","105445.755483","4802.95474054","NA","105446.099444","NA","131164.237471","116127.624094","126164.040449","67259.3564018","67259.4288145","mental arithmetic experiment","1","10.0380661581","1","yes","1440"
"Y","50","10.041123785","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","0","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","-5.61767929679e-05","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.044181412","psycho","Jazzy James","3.1.4"," vp_alter_fake","37","7","68","8","48","8","24","4","3","6","4","2","1744.97025799","1303.28225722","1744.97025799","Y","8","67267.7770956","135002.435179","136940.534979","146974.942183","4801.56622671","67259.5766572","157592.383389","136440.493493","67123.3451054","NA","159338.190316","104354.616537","134935.51889","4802.95474054","NA","134935.832678","133358.545832","157017.483749","141974.890287","152017.309355","67259.3564018","67259.4288145","mental arithmetic experiment","1","20.08224757","2","yes","1440"
"N","66.6666666667","10.121016936","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","-0.000229795987574","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.2808032381","psycho","Jazzy James","3.1.4"," vp_monat_fake","91","1","32","2","64","4","46","6","9","3","6","4","2270.77860265","1687.81972854","2270.77860265","N","8","67267.7770956","160673.483519","162968.566243","172999.987026","4801.56622671","67259.5766572","185563.036929","162468.549196","67123.3451054","NA","187834.577675","104354.616537","160632.661756","4802.95474054","NA","160632.98882","159341.520094","183278.878267","167999.958664","178272.375906","67259.3564018","67259.4288145","mental arithmetic experiment","2","30.3630508081","3","yes","1440"
"N","75","10.1727347266","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","-0.00108459200202","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.3278880982","psycho","Jazzy James","3.1.4"," Sonntag","35","5","67","7","56","6","46","6","3","6","5","4","2054.04613595","8645.00631348","2054.04613595","N","8","67267.7770956","191734.53981","200903.248465","210940.62278","4801.56622671","67259.5766572","226866.301988","200403.498741","67123.3451054","NA","228921.236387","104354.616537","191654.985691","4802.95474054","NA","191655.308531","187838.878086","221265.073386","205940.450799","216260.945559","67259.3564018","67259.4288145","mental arithmetic experiment","3","40.6909389063","4","yes","1440"
"Y","60","10.1432566111","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","0","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","0.000255423272825","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.025344149","psycho","Jazzy James","3.1.4"," vp_haarfarbe_fake","91","1","24","4","65","5","67","7","9","2","6","6","1459.21308498","2515.70556386","1459.21308498","N","8","67267.7770956","230276.587611","233375.571872","243429.942658","4801.56622671","67259.5766572","254084.573829","232875.511377","67123.3451054","NA","255545.116592","104354.616537","230231.63259","4802.95474054","NA","230231.9678","228924.176041","253453.404378","238429.945675","248453.237829","67259.3564018","67259.4288145","mental arithmetic experiment","3","50.7162830553","5","yes","1440"
"N","50","10.1237124994","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","0","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","0.00258228148313","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.0259919411","psycho","Jazzy James","3.1.4"," vp_alter","85","5","34","4","79","9","36","6","8","3","7","3","2053.05166798","1150.53336491","2053.05166798","Y","8","67267.7770956","256849.552323","258587.690442","268622.02131","4801.56622671","67259.5766572","279290.512275","258087.764816","67123.3451054","NA","281344.467895","104354.616537","256809.654727","4802.95474054","NA","256809.982093","255547.879439","278646.455473","263622.136869","273646.452154","67259.3564018","67259.4288145","mental arithmetic experiment","3","60.7422749963","6","yes","1440"
"N","42.8571428571","10.1136140001","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","0","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","-0.000778228470532","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.0530230046","psycho","Jazzy James","3.1.4"," vp_monat","89","9","34","4","71","1","46","6","8","3","7","4","1911.37015419","4539.84977379","1911.37015419","N","8","67267.7770956","282699.64382","287882.844975","297899.254602","4801.56622671","67259.5766572","308591.760941","287382.837885","67123.3451054","NA","310504.462283","104354.616537","282645.673717","4802.95474054","NA","282645.999575","281347.196647","307950.689354","292899.070854","302950.649829","67259.3564018","67259.4288145","mental arithmetic experiment","3","70.795298001","7","yes","1440"
"Y","37.5","10.1048978905","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","0","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","0.000270561159212","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.0438851233","psycho","Jazzy James","3.1.4"," vp_name_fake","49","9","31","1","92","2","59","9","4","3","9","5","2165.92891183","969.040848315","2165.92891183","N","8","67267.7770956","311734.065205","313296.937093","323328.499081","4801.56622671","67259.5766572","334008.847024","312797.075431","67123.3451054","NA","336175.869066","104354.616537","311694.547473","4802.95474054","NA","311694.878762","310507.267672","333370.780564","318328.397401","328370.65354","67259.3564018","67259.4288145","mental arithmetic experiment","3","80.8391831242","8","yes","1440"
"N","33.3333333333","10.0981377696","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","0","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","0.00226163977434","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.0440568017","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe","52","2","42","2","64","4","93","3","5","4","6","9","1936.89955904","964.928711186","1936.89955904","Y","8","67267.7770956","337425.918623","338993.027259","349030.420582","4801.56622671","67259.5766572","359757.481365","338493.000255","67123.3451054","NA","361695.440865","104354.616537","337376.2085","4802.95474054","NA","337376.533151","336178.505794","359072.854434","344030.245283","354072.760901","67259.3564018","67259.4288145","mental arithmetic experiment","3","90.883239926","9","yes","1440"
"Y","40","10.094103342","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","-0.00048452007441","03/14/17 14:35:24","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP08/subject-8_6.csv","10.057793494","psycho","Jazzy James","3.1.4"," TU_Chemnitz","34","4","23","3","89","9","23","3","3","2","8","2","1533.02879763","2776.09082968","1533.02879763","Y","8","67267.7770956","363214.241469","366604.144119","376628.642246","4801.56622671","67259.5766572","387273.0765","366104.160261","67123.3451054","NA","388806.99537","104354.616537","363141.997414","4802.95474054","NA","363142.327797","361698.160264","386685.034856","371628.989828","381684.877359","67259.3564018","67259.4288145","mental arithmetic experiment","4","100.94103342","10","yes","1440"
