"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"Y","100","10.0449142284","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","0.000626876659665","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0449142284","psycho","Jazzy James","3.1.4"," vp_name","86","6","32","2","21","1","72","2","8","3","2","7","2189.41921033","2217.73095694","2189.41921033","N","22","70496.2312756","100616.409565","103536.481289","113567.727819","5076.51678261","70488.1724628","124316.016189","103036.819813","70355.5737657","NA","126506.094345","99450.7555552","100558.115475","5080.85786077","NA","100558.523092","NA","123610.998303","108567.59778","118611.027871","70488.0131572","70488.0888877","mental arithmetic experiment","1","10.0449142284","1","yes","1440"
"Y","50","10.0462796405","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","0","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","0.000701318564244","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0476450526","psycho","Jazzy James","3.1.4"," vp_monat_fake","74","4","97","7","82","2","25","5","7","9","8","2","1305.36021173","1129.21013377","1305.36021173","N","22","70496.2312756","127880.149373","129667.171336","139716.610387","5076.51678261","70488.1724628","150383.346347","129167.210257","70355.5737657","NA","151689.5405","99450.7555552","127833.587478","5080.85786077","NA","127833.903676","126509.932162","149762.739622","134716.466469","144762.591178","70488.0131572","70488.0888877","mental arithmetic experiment","1","20.092559281","2","yes","1440"
"Y","33.3333333333","10.0458157534","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","0","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","-0.000669919199666","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0448879792","psycho","Jazzy James","3.1.4"," vp_alter_fake","67","7","64","4","84","4","83","3","6","6","8","8","725.701970562","1118.78346021","725.701970562","Y","22","70496.2312756","153065.71206","154849.938631","164884.14016","5076.51678261","70488.1724628","175642.257204","154349.867125","70355.5737657","NA","176368.666696","99450.7555552","153008.863789","5080.85786077","NA","153009.178478","151692.459293","174927.459522","159884.152229","169927.413661","70488.0131572","70488.0888877","mental arithmetic experiment","1","30.1374472602","3","yes","1440"
"N","50","10.0393163556","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","-0.00046745480136","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0198181623","psycho","Jazzy James","3.1.4"," vp_name_fake","56","6","57","7","21","1","58","8","5","5","2","5","882.989418244","1112.82036119","882.989418244","N","22","70496.2312756","177542.9567","179334.575595","189363.850115","5076.51678261","70488.1724628","200092.103088","178834.528226","70355.5737657","NA","200975.912568","99450.7555552","177516.227752","5080.85786077","NA","177516.62511","176371.388469","199382.066471","184363.782833","194382.099358","70488.0131572","70488.0888877","mental arithmetic experiment","2","40.1572654225","4","yes","1440"
"N","40","10.0380129762","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","0","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","-0.000390539383881","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0327994584","psycho","Jazzy James","3.1.4"," vp_haarfarbe","83","3","21","1","82","2","29","9","8","2","8","2","972.702921568","1180.0020758","972.702921568","N","22","70496.2312756","202275.147358","204106.188058","214128.504724","5076.51678261","70488.1724628","224777.809089","203606.173877","70355.5737657","NA","225751.273238","99450.7555552","202215.922778","5080.85786077","NA","202216.260397","200978.58154","224159.766943","209128.618772","219160.166414","70488.0131572","70488.0888877","mental arithmetic experiment","2","50.1900648808","5","yes","1440"
"Y","33.3333333333","10.0377834413","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","0","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","0.000387018996161","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.036635767","psycho","Jazzy James","3.1.4"," Sonntag","28","8","84","4","34","4","67","7","2","8","3","6","998.340264737","1148.45895949","998.340264737","N","22","70496.2312756","226857.870723","228589.934359","238627.310535","5076.51678261","70488.1724628","249247.458351","228089.969961","70355.5737657","NA","250247.01845","99450.7555552","226810.3011","5080.85786077","NA","226810.616995","225754.421636","248662.449795","233627.176573","243662.578627","70488.0131572","70488.0888877","mental arithmetic experiment","2","60.2267006478","6","yes","1440"
"Y","42.8571428571","10.0384851087","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","0.000659422415251","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0426951132","psycho","Jazzy James","3.1.4"," vp_monat","21","1","89","9","65","5","89","9","2","8","6","8","949.903813197","1335.21161097","949.903813197","N","22","70496.2312756","251534.492684","253544.609194","263570.964318","5076.51678261","70488.1724628","274287.145666","253044.979097","70355.5737657","NA","275237.914798","99450.7555552","251483.714621","5080.85786077","NA","251484.036249","250249.753499","273612.143916","258570.998412","268612.139088","70488.0131572","70488.0888877","mental arithmetic experiment","3","70.269395761","7","yes","1440"
"N","37.5","10.0407751863","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","0","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","0.000264540576008","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0568057292","psycho","Jazzy James","3.1.4"," vp_alter","85","5","82","2","35","5","73","3","8","8","3","7","839.403943539","1100.93368783","839.403943539","Y","22","70496.2312756","276424.047123","278196.276895","288221.540413","5076.51678261","70488.1724628","298900.800269","277696.378271","70355.5737657","NA","299741.154917","99450.7555552","276388.81584","5080.85786077","NA","276389.160097","275261.5747","298276.802266","283221.559119","293276.834851","70488.0131572","70488.0888877","mental arithmetic experiment","3","80.3262014902","8","yes","1440"
"N","44.4444444444","10.0412273693","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","N","1","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","-2.40347022194e-05","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0448448339","psycho","Jazzy James","3.1.4"," vp_haarfarbe_fake","42","2","58","8","62","2","59","9","4","5","6","5","1039.83877547","1415.24307383","1039.83877547","N","22","70496.2312756","301044.864144","303150.978885","313195.250762","5076.51678261","70488.1724628","323891.492959","302651.000608","70355.5737657","NA","324932.482476","99450.7555552","300990.228954","5080.85786077","NA","300990.555108","299744.387494","323238.523961","308195.045897","318238.340518","70488.0131572","70488.0888877","mental arithmetic experiment","4","90.3710463241","9","yes","1440"
"Y","50","10.0410895358","#4c4c4c","no","6","psycho","psycho","psycho","0","uniform","Y","1","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","-0.000830849267556","03/27/17 15:47:27","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP22/subject-22_6.csv","10.0398490338","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe","36","6","24","4","93","3","75","5","3","2","9","7","1016.50110549","1290.88904605","1016.50110549","Y","22","70496.2312756","326184.576682","328136.642586","338172.907847","5076.51678261","70488.1724628","348874.211618","327636.586165","70355.5737657","NA","349891.810967","99450.7555552","326116.733607","5080.85786077","NA","326117.054632","324935.005721","348211.195806","333172.940432","343211.148738","70488.0131572","70488.0888877","mental arithmetic experiment","5","100.410895358","10","yes","1440"
