timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2017-03-28 10:57:30.652		pygaze initiation report start
MSG	2017-03-28 10:57:30.652		display resolution: 1440x900
MSG	2017-03-28 10:57:30.652		display size in cm: 33.8x27.1
MSG	2017-03-28 10:57:30.652		samplerate: 60.00 Hz
MSG	2017-03-28 10:57:30.652		sampletime: 16.67 ms
MSG	2017-03-28 10:57:30.653		fixation threshold: 1.5 degrees
MSG	2017-03-28 10:57:30.653		speed threshold: 35 degrees/second
MSG	2017-03-28 10:57:30.653		acceleration threshold: 9500 degrees/second**2
MSG	2017-03-28 10:57:30.653		pygaze initiation report end
MSG	2017-03-28 10:58:01.428	337829691	pygaze calibration report start
MSG	2017-03-28 10:58:01.428	337829691	accuracy (degrees): LX=0.2569, LY=0.2569, RX=0.1828, RY=0.1828
MSG	2017-03-28 10:58:01.429	337829692	accuracy (in pixels): LX=9.68808586974, LY=9.68808586974, RX=6.89364047478, RY=6.89364047478
MSG	2017-03-28 10:58:01.429	337829692	precision (RMS noise in pixels): X=5.68037777778, Y=5.68037777778
MSG	2017-03-28 10:58:01.429	337829692	distance between participant and display: 57.0 cm
MSG	2017-03-28 10:58:01.429	337829692	fixation threshold: 56.5798067833 pixels
MSG	2017-03-28 10:58:01.429	337829692	speed threshold: 1.31989402609 pixels/ms
MSG	2017-03-28 10:58:01.429	337829692	acceleration threshold: 361.57644723 pixels/ms**2
MSG	2017-03-28 10:58:01.429	337829692	pygaze calibration report end
MSG	2017-03-28 10:58:06.533	337834779	start_recording
MSG	2017-03-28 10:58:06.534	337834780	start_trial
2017-03-28 10:58:06.497	337834785	True	7	92.1277	343.756	76.2238	298.879	42.48795	0.0	0.0	0.0	0.0	42.0437	0.3983	0.5223	92.1277	343.756	83.6138	317.0499	42.9322	0.6894	0.5407
2017-03-28 10:58:06.538	337834826	True	7	79.5224	345.5771	77.3687	301.8255	42.44035	0.0	0.0	0.0	0.0	42.1556	0.3983	0.5224	79.5224	345.5771	84.4777	320.6846	42.7251	0.6893	0.5407
2017-03-28 10:58:06.551	337834839	True	7	100.6499	338.3716	77.9785	303.3701	42.381	0.0	0.0	0.0	0.0	42.074	0.3982	0.5224	100.6499	338.3716	85.6197	322.2888	42.688	0.6894	0.5406
