"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","100","10.028194541","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","0.000768507245846","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.028194541","psycho","Jazzy James","3.1.4"," vp_alter_fake","83","3","57","7","78","8","69","9","8","5","7","6","2930.59967746","3794.81801189","2930.59967746","Y","16","135129.510178","166766.880232","171143.988668","181277.331253","5332.85652002","135120.353673","192038.697005","170643.98037","134979.193299","NA","194969.953219","165508.239437","166717.969505","5334.54583306","NA","166718.279369","NA","191303.75894","176277.201214","186303.886265","135120.097515","135120.255011","mental arithmetic experiment","1","10.028194541","1","yes","1440"
"N","100","10.0270339869","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","-0.00185930575227","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0258734328","psycho","Jazzy James","3.1.4"," vp_haarfarbe_fake","46","6","73","3","38","8","79","9","4","7","3","7","2107.2102801","3010.17419626","2107.2102801","N","16","135129.510178","196462.823195","200107.172264","210134.326787","5332.85652002","135120.353673","220781.246181","199606.970868","134979.193299","NA","222889.28045","165508.239437","196419.817371","5334.54583306","NA","196420.145035","194974.395397","220158.613188","205134.324675","215158.61349","135120.097515","135120.255011","mental arithmetic experiment","2","20.0540679738","2","yes","1440"
"N","66.6666666667","10.0399751788","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","0.00295055147432","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0658575625","psycho","Jazzy James","3.1.4"," vp_alter","24","4","86","6","59","9","39","9","2","8","5","3","3010.20255766","2558.60474028","3010.20255766","Y","16","135129.510178","224193.764416","227377.8579","237404.314854","5332.85652002","135120.353673","248077.604307","226877.907835","134979.193299","NA","251089.044508","165508.239437","224121.782604","5334.54583306","NA","224122.105743","222891.90056","247468.539222","232404.188133","242468.536507","135120.097515","135120.255011","mental arithmetic experiment","2","30.1199255363","3","yes","1440"
"N","50","10.046158691","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","0.00147295065828","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0647092279","psycho","Jazzy James","3.1.4"," TU_Chemnitz","89","9","51","1","21","1","65","5","8","5","2","6","3052.57930252","3187.94339187","3052.57930252","Y","16","135129.510178","252491.725263","256320.795084","266335.329995","5332.85652002","135120.353673","277082.517466","255820.758124","134979.193299","NA","280135.977178","165508.239437","252435.262863","5334.54583306","NA","252435.579968","251091.923189","276398.486286","261335.39758","271398.508915","135120.097515","135120.255011","mental arithmetic experiment","2","40.1846347641","4","yes","1440"
"N","60","10.0456890536","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","8.83288019302e-05","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0438105037","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe_fake","24","4","41","1","65","5","97","7","2","4","6","9","2082.99206635","3288.33245584","2082.99206635","Y","16","135129.510178","281390.670611","285312.809543","295367.267033","5332.85652002","135120.353673","306059.41832","284812.761117","134979.193299","NA","308143.587686","165508.239437","281348.548817","5334.54583306","NA","281348.883421","280138.642545","305409.474816","290367.073029","300409.320941","135120.097515","135120.255011","mental arithmetic experiment","3","50.2284452678","5","yes","1440"
"N","50","10.0439097183","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","0","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","-0.00114187926986","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0350130417","psycho","Jazzy James","3.1.4"," tag","31","1","91","1","92","2","24","4","3","9","9","2","2281.50942941","2725.94207337","2281.50942941","N","16","135129.510178","309432.579091","312774.718838","322829.046891","5332.85652002","135120.353673","333468.448104","312274.703601","134979.193299","NA","335750.891951","165508.239437","309361.228169","5334.54583306","NA","309361.582988","308146.524297","332862.387818","317828.885473","327862.235149","135120.097515","135120.255011","mental arithmetic experiment","3","60.2634583095","6","yes","1440"
"Y","57.1428571429","10.0416258577","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","1","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","0.000670857313298","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0279226941","psycho","Jazzy James","3.1.4"," vp_haarfarbe","35","5","65","5","49","9","25","5","3","6","4","2","2438.86928567","1629.4439508","2438.86928567","N","16","135129.510178","337120.286993","339364.572701","349422.924452","5332.85652002","135120.353673","360094.289856","338864.566516","134979.193299","NA","362534.354545","165508.239437","337068.102035","5334.54583306","NA","337068.432415","335753.858733","359449.232658","344422.754887","354449.809843","135120.097515","135120.255011","mental arithmetic experiment","4","70.2913810036","7","yes","1440"
"Y","62.5","10.0408595236","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","Y","1","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","0.000914939523523","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0354951854","psycho","Jazzy James","3.1.4"," vp_name","95","5","86","6","75","5","86","6","9","8","7","8","2600.26611432","2964.78480795","2600.26611432","N","16","135129.510178","363696.439589","367188.551955","377215.046623","5332.85652002","135120.353673","387916.209892","366688.471547","134979.193299","NA","390517.457794","165508.239437","363651.412261","5334.54583306","NA","363651.725745","362537.036506","387249.144557","372214.815206","382249.356061","135120.097515","135120.255011","mental arithmetic experiment","5","80.3268761889","8","yes","1440"
"Y","55.5555555556","10.0414217773","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","0","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","0.00696384776435","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0459198067","psycho","Jazzy James","3.1.4"," vp_monat_fake","65","5","98","8","92","2","96","6","6","9","9","9","2419.65474533","1863.07150842","2419.65474533","N","16","135129.510178","391813.316276","394197.490017","404247.703859","5332.85652002","135120.353673","414840.249942","393697.387584","134979.193299","NA","417260.849967","165508.239437","391756.386819","5334.54583306","NA","391756.70332","390520.044714","414292.053229","399247.713815","409291.994696","135120.097515","135120.255011","mental arithmetic experiment","5","90.3727959956","9","yes","1440"
"N","60","10.0404726396","#4c4c4c","no","1","psycho","psycho","psycho","0","uniform","N","1","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","-0.00251313225692","03/21/17 13:33:03","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP16/subject-16_1.csv","10.0319303999","psycho","Jazzy James","3.1.4"," Sonntag","24","4","21","1","58","8","81","1","2","2","5","8","2018.15219507","2892.52330386","2018.15219507","N","16","135129.510178","418543.219893","421989.300515","432015.645833","5332.85652002","135120.353673","442705.041841","421489.312131","134979.193299","NA","444724.230132","165508.239437","418480.10011","5334.54583306","NA","418480.518893","417263.510507","442045.966573","427015.672987","437045.977133","135120.097515","135120.255011","mental arithmetic experiment","6","100.404726396","10","yes","1440"
