"VPanswer","accuracy","average_response_time","background","bidi","block_nr","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct_answer","correct_selection","count_Question","count_calculateMathTask","count_calculateMathTask_1","count_feedback","count_fixation_dot","count_logger","count_pygaze_drift_correct","count_pygaze_init","count_pygaze_log","count_pygaze_start_recording","count_pygaze_stop_recording","count_select_target","count_showMathTask","count_showMathTask_2","currentSlope","datetime","description","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","foreground","height","itemIds","keyboard_backend","left_2nd_target","live_row","logfile","loop_rt","mouse_backend","opensesame_codename","opensesame_version","questionAbout","randomNumb1","randomNumb1x","randomNumb2","randomNumb2x","randomNumb3","randomNumb3x","randomNumb4","randomNumb4x","randomNumbx1","randomNumbx2","randomNumbx3","randomNumbx4","response_time","response_time_Question","response_time_feedback","right_1st_target","subject_nr","time_Form_blockNum","time_Question","time_calculateMathTask","time_calculateMathTask_1","time_experiment","time_eye_tracker__collect_Pupil_Trace","time_feedback","time_fixation_dot","time_globals","time_kill_blicks","time_logger","time_new_loop","time_pygaze_drift_correct","time_pygaze_init","time_pygaze_log","time_pygaze_start_recording","time_pygaze_stop_recording","time_select_target","time_showMathTask","time_showMathTask_2","time_vp_fragen","time_vp_fragen2","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"N","0","10.0856425036","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","0","0","0","0","0","0","0","0","0","NA","0","0","0","1","1","0.0122613438144","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","0","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.0856425036","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe","46","6","68","8","72","2","92","2","4","6","7","9","4567.23763077","3393.89704423","4567.23763077","Y","18","50742.5324207","93023.9727081","97383.9670238","107466.224293","12864.9185945","50733.003982","120641.640372","96884.0222375","50528.5657046","NA","125209.85948","79594.1146406","92024.4370464","12867.0170173","NA","92791.7462438","NA","117549.533339","102466.251749","112549.441316","50732.5969695","50732.7831272","mental arithmetic experiment","0","10.0856425036","1","yes","1440"
"N","50","10.0758758615","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","1","1","1","1","1","1","1","1","0","NA","1","1","1","3","3","-0.0054812146531","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","1","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.0661092194","psycho","Jazzy James","3.1.4"," vp_haarfarbe_fake","78","8","31","1","62","2","24","4","7","3","6","2","3331.60330365","2361.62930539","3331.60330365","N","18","50742.5324207","130118.886892","133520.781778","143585.044506","12864.9185945","50733.003982","155396.067878","133020.883154","50528.5657046","NA","158729.265139","79594.1146406","129104.410339","12867.0170173","NA","129903.59565","125216.637793","153649.356112","138585.240318","148649.549209","50732.5969695","50732.7831272","mental arithmetic experiment","1","20.1517517229","2","yes","1440"
"Y","66.6666666667","10.0723023072","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","1","2","2","2","2","2","2","2","0","NA","2","2","2","5","5","-0.000258749510695","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","2","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.0651551988","psycho","Jazzy James","3.1.4"," TU_Chemnitz","31","1","95","5","29","9","64","4","3","9","2","6","1735.66721398","2677.67742761","1735.66721398","Y","18","50742.5324207","163761.698519","167496.664247","177549.941256","12864.9185945","50733.003982","189551.232593","166996.869111","50528.5657046","NA","191289.029005","79594.1146406","163141.217067","12867.0170173","NA","163627.344546","158734.367429","187612.101639","172548.152694","182611.902809","50732.5969695","50732.7831272","mental arithmetic experiment","2","30.2169069217","3","yes","1440"
"N","75","10.0645206182","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","1","3","3","3","3","3","3","3","0","NA","3","3","3","7","7","-0.000729135492642","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","3","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.0411755512","psycho","Jazzy James","3.1.4"," vp_monat_fake","68","8","86","6","21","1","29","9","6","8","2","2","1569.4482913","5326.19748889","1569.4482913","N","18","50742.5324207","196545.427912","202412.467256","212485.023205","12864.9185945","50733.003982","224356.214137","201912.499238","50528.5657046","NA","225926.980317","79594.1146406","195523.784137","12867.0170173","NA","196359.456963","191293.984059","222523.361737","207484.007936","217521.791616","50732.5969695","50732.7831272","mental arithmetic experiment","3","40.258082473","4","yes","1440"
"N","80","10.0738347342","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","1","4","4","4","4","4","4","4","0","NA","4","4","4","9","9","0.00116391695692","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","4","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.111091198","psycho","Jazzy James","3.1.4"," vp_lieblingsfarbe_fake","91","1","93","3","46","6","97","7","9","9","4","9","3958.13865219","1430.33779327","3958.13865219","Y","18","50742.5324207","230343.094092","232847.278567","242900.529629","12864.9185945","50733.003982","254718.198259","232347.327445","50528.5657046","NA","258678.456454","79594.1146406","229395.278594","12867.0170173","NA","230194.163699","225931.611933","253009.144658","237900.793026","248008.875831","50732.5969695","50732.7831272","mental arithmetic experiment","4","50.369173671","5","yes","1440"
"Y","66.6666666667","10.0732615575","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","0","5","5","5","5","5","5","5","0","NA","5","5","5","11","11","0.00987388971755","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","5","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.0703956741","psycho","Jazzy James","3.1.4"," Sonntag","53","3","47","7","46","6","69","9","5","4","4","6","2573.78724436","1486.3724711","2573.78724436","N","18","50742.5324207","263453.994607","265792.207867","275877.591499","12864.9185945","50733.003982","287621.752875","265288.15162","50528.5657046","NA","290196.40423","79594.1146406","262283.112388","12867.0170173","NA","263265.4793","258683.938904","285945.72311","270877.454521","280945.802159","50732.5969695","50732.7831272","mental arithmetic experiment","4","60.4395693451","6","yes","1440"
"N","71.4285714286","10.073525615","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","N","1","6","6","6","6","6","6","6","0","NA","6","6","6","13","13","9.1672696089e-05","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","6","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.0751099598","psycho","Jazzy James","3.1.4"," TU_Dresden","91","1","87","7","26","6","98","8","9","8","2","9","4524.19989898","2583.52990019","4524.19989898","Y","18","50742.5324207","295870.048944","299262.083204","309309.109901","12864.9185945","50733.003982","321335.691834","298761.553696","50528.5657046","NA","325861.559006","79594.1146406","294762.380996","12867.0170173","NA","295690.200079","290203.834849","319385.893771","304308.927062","314385.564299","50732.5969695","50732.7831272","mental arithmetic experiment","5","70.5146793049","7","yes","1440"
"N","62.5","10.0741177724","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","0","7","7","7","7","7","7","7","0","NA","7","7","7","15","15","0.00223349382376","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","YN","psycho","N","7","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.078262874","psycho","Jazzy James","3.1.4"," vp_alter","89","9","87","7","98","8","25","5","8","8","9","2","1874.50737601","1405.12262574","1874.50737601","Y","18","50742.5324207","330269.204265","332660.680655","342699.914072","12864.9185945","50733.003982","354718.44838","332161.011938","50528.5657046","NA","356597.230142","79594.1146406","329365.053461","12867.0170173","NA","330158.751796","325866.752112","352776.326834","337700.389272","347776.551309","50732.5969695","50732.7831272","mental arithmetic experiment","5","80.5929421789","8","yes","1440"
"Y","66.6666666667","10.0743087407","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","1","8","8","8","8","8","8","8","0","NA","8","8","8","17","17","0.000436769678195","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","8","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.0758364878","psycho","Jazzy James","3.1.4"," vp_monat","79","9","75","5","63","3","79","9","7","7","6","7","1511.83142378","2862.94176251","1511.83142378","N","18","50742.5324207","360994.204672","364838.498682","374969.775169","12864.9185945","50733.003982","386992.351543","364338.027706","50528.5657046","NA","388505.952521","79594.1146406","360311.557709","12867.0170173","NA","360850.625484","356601.651463","385041.737947","369969.972188","380029.500415","50732.5969695","50732.7831272","mental arithmetic experiment","6","90.6687786666","9","yes","1440"
"Y","70","10.0773083104","#4c4c4c","no","2","psycho","psycho","psycho","0","uniform","Y","1","9","9","9","9","9","9","9","0","NA","9","9","9","19","19","0.0198308336642","03/22/17 14:29:32","Standardbeschreibung","mentalarithmeticexperiment.osexp","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/exp","no","mono","no","18","white","900","NY","psycho","Y","9","C:/Users/trjul/Documents/Masterarbeit/OpenSesame/mental-arithmetic/Data/dataRaw/VP18/subject-18_2.csv","10.104304437","psycho","Jazzy James","3.1.4"," vp_haarfarbe","68","8","65","5","56","6","92","2","6","6","5","9","1100.46542445","1804.35337501","1100.46542445","N","18","50742.5324207","393099.644158","395480.219008","405538.474605","12864.9185945","50733.003982","417570.735404","394980.19638","50528.5657046","NA","418672.937798","79594.1146406","392126.535952","12867.0170173","NA","392978.938231","388509.392969","415639.856939","400538.488484","410638.672711","50732.5969695","50732.7831272","mental arithmetic experiment","7","100.773083104","10","yes","1440"
