"tracker"	"model1"	"model2"	"p"	"z"	"auc1"	"auc2"	"p.holm"	"different"	"significance"
"Eyelink"	"LogR"	"kNN"	"0.526114799227282"	"0.633947937754349"	"0.775147037981859"	"0.770496740362812"	1	0	""
"Eyelink"	"SVM"	"LogR"	"1.42191066784375e-08"	"5.67072912051694"	"0.827620110544218"	"0.775147037981859"	9.95337467490625e-08	1	"***"
"Eyelink"	"SVM"	"kNN"	"4.98341683173617e-11"	"6.57143043392835"	"0.827620110544218"	"0.770496740362812"	4.48507514856255e-10	1	"***"
"EyeSeeCam"	"LogR"	"kNN"	"0.0668323807741228"	"1.83279958591436"	"0.838647959183674"	"0.826893778344671"	0.334161903870614	0	""
"EyeSeeCam"	"SVM"	"LogR"	"2.43730400652143e-07"	"5.16245621151101"	"0.868693310657596"	"0.838647959183674"	1.706112804565e-06	1	"***"
"EyeSeeCam"	"SVM"	"kNN"	"5.34764502597451e-09"	"5.83597644734218"	"0.868693310657596"	"0.826893778344671"	4.81288052337706e-08	1	"***"
"EyeTribe"	"kNN"	"LogR"	"0.685007164129273"	"0.405639958825347"	"0.808150864512472"	"0.805821286848073"	1	0	""
"EyeTribe"	"SVM"	"LogR"	"1.06914997343778e-05"	"4.40269382903332"	"0.842536493764172"	"0.805821286848073"	9.62234976094002e-05	1	"***"
"EyeTribe"	"SVM"	"kNN"	"0.000131684532485992"	"3.82328666092752"	"0.842536493764172"	"0.808150864512472"	0.000921791727401944	1	"***"
