"tracker"	"model1"	"model2"	"p"	"z"	"auc1"	"auc2"	"p.holm"	"different"	"significance"
"Eyelink"	"kNN"	"LogR"	"0.18209748860721"	"1.33432463125953"	"0.768543615362812"	"0.759460034013605"	1	0	""
"Eyelink"	"kNN"	"SVM"	"0.796595696854183"	"0.257755387547498"	"0.768543615362812"	"0.766834077380952"	1	0	""
"Eyelink"	"SVM"	"LogR"	"0.00139128259114653"	"3.19645348063139"	"0.766834077380952"	"0.759460034013605"	0.0125215433203188	1	"*"
"EyeSeeCam"	"kNN"	"LogR"	"0.000103306945759407"	"3.88269068632325"	"0.826371173469388"	"0.805404974489796"	0.000723148620315849	1	"***"
"EyeSeeCam"	"kNN"	"SVM"	"0.750042460197601"	"0.318583377213816"	"0.826371173469388"	"0.824825503117914"	1	0	""
"EyeSeeCam"	"SVM"	"LogR"	"2.96519664089958e-10"	"6.30058744624139"	"0.824825503117914"	"0.805404974489796"	2.66867697680962e-09	1	"***"
"EyeTribe"	"kNN"	"LogR"	"0.000220373956461378"	"3.69443765198963"	"0.809709821428571"	"0.785395408163265"	0.0019833656081524	1	"**"
"EyeTribe"	"kNN"	"SVM"	"0.0181703624464202"	"2.36212809803619"	"0.809709821428571"	"0.796573837868481"	0.090851812232101	0	""
"EyeTribe"	"SVM"	"LogR"	"0.000280051074875776"	"3.63308650743231"	"0.796573837868481"	"0.785395408163265"	0.0019833656081524	1	"**"
